iter	Logloss
553	0.4041983559
554	0.4041980761
555	0.4041982759
556	0.4041983162
557	0.404195731
558	0.4041138745
559	0.4039903807
560	0.403990258
561	0.4036721308
562	0.403429794
563	0.4033122966
564	0.4030332715
565	0.4028052195
566	0.4028053416
567	0.402805141
568	0.4028017184
569	0.4027701647
570	0.4026026091
571	0.4026027272
572	0.402102903
573	0.402102903
574	0.402100403
575	0.4021000003
576	0.40209992
577	0.4020996378
578	0.4020290605
579	0.4016992942
580	0.4013701589
581	0.4011992096
582	0.4010619649
583	0.4008032287
584	0.4008029064
585	0.400670542
586	0.400667922
587	0.4004610959
588	0.4004066203
589	0.4003434508
590	0.4002631354
591	0.4001861764
592	0.4000850154
593	0.4000850957
594	0.4000846089
595	0.4000835092
596	0.4000247578
597	0.4000247979
598	0.4000247578
599	0.4000249584
600	0.4000247557
601	0.3999769451
602	0.3999198126
603	0.3997682537
604	0.3997664655
605	0.3996066219
606	0.3996064223
607	0.3993368762
608	0.3993278002
609	0.3993266944
610	0.3992562919
611	0.3992563706
612	0.3990118119
613	0.3989108991
614	0.3989108584
615	0.3988804155
616	0.3988801341
617	0.3986244875
618	0.3982568974
619	0.3982558673
620	0.3979285554
621	0.3979115702
622	0.3976909937
623	0.3976875616
624	0.3975863817
625	0.3975422183
626	0.3975420996
627	0.3975411272
628	0.3973781479
629	0.3973777048
630	0.3973775817
631	0.397377541
632	0.3973775019
633	0.39737754
634	0.3969888483
635	0.396988766
636	0.3967967918
637	0.3965032045
638	0.3964864849
639	0.3964864432
640	0.3962144633
641	0.3962144617
642	0.3961765284
643	0.3961616698
644	0.396057262
645	0.3960146657
646	0.3958054953
647	0.3958040798
648	0.3958043192
649	0.395804398
650	0.3958047586
651	0.3958017944
652	0.3957653157
653	0.395596601
654	0.395596842
655	0.3954793007
656	0.3954794228
657	0.3954767828
658	0.3954471429
659	0.3954237988
660	0.3954237587
661	0.3950808689
662	0.3950718489
663	0.3950447085
664	0.3950434519
665	0.3950367988
666	0.394932868
667	0.3949253401
668	0.3945501983
669	0.3945097765
670	0.3945098554
671	0.3945100552
672	0.3944778976
673	0.3941108158
674	0.3941030857
675	0.394081047
676	0.3940665109
677	0.3940129917
678	0.3940129508
679	0.3940127903
680	0.3938894387
681	0.393648294
682	0.393605282
683	0.3935364437
684	0.3934840842
685	0.3934271998
686	0.3933552108
687	0.3931380057
688	0.3930963528
689	0.3930962714
690	0.3930961896
691	0.3929764489
692	0.3929760071
693	0.3928680962
694	0.3928447857
695	0.392778786
696	0.3927417012
697	0.3927366491
698	0.3927369719
699	0.3925342121
700	0.3925309419
701	0.3925267344
702	0.3924737778
703	0.392455121
704	0.3924334794
705	0.3922908027
706	0.3922469087
707	0.3922468679
708	0.3921828329
709	0.3920060328
710	0.3920049391
711	0.3919356757
712	0.3918022542
713	0.3917756484
714	0.391458534
715	0.3914413291
716	0.3914412494
717	0.3912767499
718	0.3912222659
719	0.3912223855
720	0.3912098929
721	0.3910951663
722	0.3910891554
723	0.3910182737
724	0.3908534321
725	0.3908535512
726	0.390672148
727	0.3905750652
728	0.390350225
729	0.3903500648
730	0.390350064
731	0.3899822082
732	0.3899743925
733	0.3899744328
734	0.3899639818
735	0.3897268549
736	0.3897270543
737	0.3897033604
738	0.3897034005
739	0.3897007965
740	0.3894833365
741	0.3891509881
742	0.3891508678
743	0.3889860203
744	0.3889738324
745	0.3889403996
746	0.388923813
747	0.3889234538
748	0.3889237331
749	0.3887620705
750	0.3884995442
751	0.3884852939
752	0.3884532439
753	0.388370787
754	0.3882466838
755	0.3882456458
756	0.3882297798
757	0.3882256575
758	0.3882153322
759	0.3881783697
760	0.3879998025
761	0.3879787082
762	0.3879788697
763	0.3879469561
764	0.3877958174
765	0.3877669229
766	0.387762806
767	0.3877583974
768	0.3877582694
769	0.3877519338
770	0.387725672
771	0.3877216695
772	0.3877095249
773	0.3877084577
774	0.3876376849
775	0.3876153526
776	0.3875753878
777	0.3875678459
778	0.387493927
779	0.3874939682
780	0.3874867202
781	0.3874657602
782	0.3870147825
783	0.3869928799
784	0.3869932488
785	0.386908147
786	0.3868461183
787	0.3868428332
788	0.3866956094
789	0.3866747104
790	0.3863612471
791	0.3863502651
792	0.38630665
793	0.3863066885
794	0.3862282899
795	0.3862282607
796	0.3862282202
797	0.3862081334
798	0.3861728447
799	0.3861509094
800	0.3861437744
801	0.3860838544
802	0.3860732723
803	0.3860547568
804	0.3859985192
805	0.3859904855
806	0.3859891354
807	0.3859685726
808	0.3859565864
809	0.3859283041
810	0.3857808286
811	0.3857807873
812	0.3856818841
813	0.385646985
814	0.3856457447
815	0.3855643979
816	0.3854911452
817	0.3852028217
818	0.3849937122
819	0.3847222303
820	0.3847222711
821	0.3846179423
822	0.3845753612
823	0.3845751995
824	0.3841679269
825	0.3840171899
826	0.3839781756
827	0.3839152957
828	0.3839150518
829	0.3838355941
830	0.3835053743
831	0.3834071895
832	0.3833877814
833	0.3833518161
834	0.3831896394
835	0.3831574116
836	0.3831339412
837	0.3831303925
838	0.3831295225
839	0.383069436
840	0.3830598684
841	0.3830595576
842	0.3830595577
843	0.3829288667
844	0.3828634693
845	0.3828480689
846	0.3827923944
847	0.3826801032
848	0.3825020936
849	0.3825020936
850	0.3823465614
851	0.3820649359
852	0.3819977576
853	0.3819362869
854	0.3819326713
855	0.3819325102
856	0.3819321434
857	0.3819197681
858	0.3819128035
859	0.3819046616
860	0.3819048224
861	0.3816377885
862	0.3816377485
863	0.3816127336
864	0.3816116803
865	0.3815973167
866	0.3815966849
867	0.381448307
868	0.3814414136
869	0.3813633028
870	0.3813636626
871	0.381363422
872	0.381363173
873	0.3813626932
874	0.3813627348
875	0.3813408225
876	0.3813223525
877	0.3813161188
878	0.3813005115
879	0.3812706563
880	0.3812332804
881	0.3812242394
882	0.3812238362
883	0.381223757
884	0.381184853
885	0.3811833374
886	0.3809720429
887	0.38096305
888	0.3809401826
889	0.3809386813
890	0.3808614976
891	0.3808383584
892	0.3806529188
893	0.3805995823
894	0.3805767221
895	0.3805764806
896	0.3805571608
897	0.3805573187
898	0.3805422689
899	0.3805003986
900	0.3804975009
901	0.3804884356
902	0.3804666872
903	0.3804525717
904	0.3804524517
905	0.3804387289
906	0.3804387282
907	0.3802875727
908	0.3802832767
909	0.379977163
910	0.379977202
911	0.3799497588
912	0.3799497182
913	0.3798990528
914	0.3797096285
915	0.3796048286
916	0.3794346845
917	0.3794340788
918	0.3794343604
919	0.3793286925
920	0.3793287337
921	0.3792558392
922	0.3792225182
923	0.3792121753
924	0.3791883434
925	0.3791327273
926	0.3790303968
927	0.3790110801
928	0.3790103707
929	0.3788530433
930	0.3788530835
931	0.3788527563
932	0.3788507726
933	0.3788509319
934	0.3787008611
935	0.3786879875
936	0.3786437206
937	0.3783844929
938	0.3783665818
939	0.3783662615
940	0.3783664213
941	0.3783657318
942	0.3781239257
943	0.3781195749
944	0.3781140804
945	0.3781140404
946	0.3780575745
947	0.3780486607
948	0.3780484596
949	0.378046327
950	0.378034377
951	0.377736659
952	0.3776623514
953	0.3776625114
954	0.3776625515
955	0.3776497537
956	0.377647395
957	0.3776465609
958	0.3776394826
959	0.3776394424
960	0.3776337511
961	0.3776279871
962	0.3776277457
963	0.3775738755
964	0.3774467255
965	0.3773761079
966	0.3773764286
967	0.3773739473
968	0.3773237478
969	0.3772604798
970	0.3772603186
971	0.3772400842
972	0.3772402031
973	0.377238266
974	0.3772381042
975	0.3772383853
976	0.3772383051
977	0.3772293454
978	0.3772095138
979	0.3772080958
980	0.3770765814
981	0.3770386452
982	0.3770300124
983	0.3770299317
984	0.37699509
985	0.3769942984
986	0.3769944993
987	0.3769646284
988	0.3769628078
989	0.3768421463
990	0.3766716419
991	0.3766460987
992	0.3766458974
993	0.3766248352
994	0.376368682
995	0.3763218459
996	0.3763210132
997	0.3762962895
998	0.3762783096
999	0.3762448674
